asf_AG,nraum_AG,dsf_AG,gsf_AG,gnraum_AG,dsf_neu_AG,xasf_AG,yasf_AG,zdsf_AG,asf_AI,nraum_AI,dsf_AI,gsf_AI,gnraum_AI,dsf_neu_AI,xasf_AI,yasf_AI,zdsf_AI,asf_AR,nraum_AR,dsf_AR,gsf_AR,gnraum_AR,dsf_neu_AR,xasf_AR,yasf_AR,zdsf_AR,asf_BE,nraum_BE,dsf_BE,gsf_BE,gnraum_BE,dsf_neu_BE,xasf_BE,yasf_BE,zdsf_BE,asf_BL,nraum_BL,dsf_BL,gsf_BL,gnraum_BL,dsf_neu_BL,xasf_BL,yasf_BL,zdsf_BL,asf_BS,nraum_BS,dsf_BS,gsf_BS,gnraum_BS,dsf_neu_BS,xasf_BS,yasf_BS,zdsf_BS,asf_CH,nraum_CH,dsf_CH,gsf_CH,gnraum_CH,dsf_neu_CH,xasf_CH,yasf_CH,zdsf_CH,asf_FR,nraum_FR,dsf_FR,gsf_FR,gnraum_FR,dsf_neu_FR,xasf_FR,yasf_FR,zdsf_FR,asf_GE,nraum_GE,dsf_GE,gsf_GE,gnraum_GE,dsf_neu_GE,xasf_GE,yasf_GE,zdsf_GE,asf_GL,nraum_GL,dsf_GL,gsf_GL,gnraum_GL,dsf_neu_GL,xasf_GL,yasf_GL,zdsf_GL,asf_GR,nraum_GR,dsf_GR,gsf_GR,gnraum_GR,dsf_neu_GR,xasf_GR,yasf_GR,zdsf_GR,asf_JU,nraum_JU,dsf_JU,gsf_JU,gnraum_JU,dsf_neu_JU,xasf_JU,yasf_JU,zdsf_JU,asf_LU,nraum_LU,dsf_LU,gsf_LU,gnraum_LU,dsf_neu_LU,xasf_LU,yasf_LU,zdsf_LU,asf_NE,nraum_NE,dsf_NE,gsf_NE,gnraum_NE,dsf_neu_NE,xasf_NE,yasf_NE,zdsf_NE,asf_NW,nraum_NW,dsf_NW,gsf_NW,gnraum_NW,dsf_neu_NW,xasf_NW,yasf_NW,zdsf_NW,asf_OW,nraum_OW,dsf_OW,gsf_OW,gnraum_OW,dsf_neu_OW,xasf_OW,yasf_OW,zdsf_OW,asf_SG,nraum_SG,dsf_SG,gsf_SG,gnraum_SG,dsf_neu_SG,xasf_SG,yasf_SG,zdsf_SG,asf_SH,nraum_SH,dsf_SH,gsf_SH,gnraum_SH,dsf_neu_SH,xasf_SH,yasf_SH,zdsf_SH,asf_SO,nraum_SO,dsf_SO,gsf_SO,gnraum_SO,dsf_neu_SO,xasf_SO,yasf_SO,zdsf_SO,asf_SZ,nraum_SZ,dsf_SZ,gsf_SZ,gnraum_SZ,dsf_neu_SZ,xasf_SZ,yasf_SZ,zdsf_SZ,asf_TG,nraum_TG,dsf_TG,gsf_TG,gnraum_TG,dsf_neu_TG,xasf_TG,yasf_TG,zdsf_TG,asf_TI,nraum_TI,dsf_TI,gsf_TI,gnraum_TI,dsf_neu_TI,xasf_TI,yasf_TI,zdsf_TI,asf_UR,nraum_UR,dsf_UR,gsf_UR,gnraum_UR,dsf_neu_UR,xasf_UR,yasf_UR,zdsf_UR,asf_VD,nraum_VD,dsf_VD,gsf_VD,gnraum_VD,dsf_neu_VD,xasf_VD,yasf_VD,zdsf_VD,asf_VS,nraum_VS,dsf_VS,gsf_VS,gnraum_VS,dsf_neu_VS,xasf_VS,yasf_VS,zdsf_VS,asf_ZG,nraum_ZG,dsf_ZG,gsf_ZG,gnraum_ZG,dsf_neu_ZG,xasf_ZG,yasf_ZG,zdsf_ZG,asf_ZH,nraum_ZH,dsf_ZH,gsf_ZH,gnraum_ZH,dsf_neu_ZH,xasf_ZH,yasf_ZH,zdsf_ZH
253,795644,3142,6,13,6731,15.91,15.91,3.14,9,19416,2239,7,4,1410,2.95,2.95,2.24,23,65359,2810,4,4,2584,4.83,4.83,2.81,439,1246519,2840,6,6,2686,20.95,20.95,2.84,94,339651,3662,4,7,6268,9.69,9.69,3.66,26,266013,10080,0,6,126517,5.14,5.14,10.08,126,393266,3221,6,9,9845,11.22,11.22,3.22,155,352811,2272,11,18,3582,12.46,12.46,2.27,99,600748,6084,3,12,19951,9.93,9.93,6.08,21,49015,2313,6,5,1902,4.60,4.60,2.31,148,249637,1691,6,6,1649,12.15,12.15,1.69,60,89157,1492,7,6,1403,7.73,7.73,1.49,154,495793,3223,7,12,5027,12.40,12.40,3.22,70,219810,3127,5,7,4916,8.38,8.38,3.13,16,51417,3296,5,6,3663,3.95,3.95,3.30,20,42751,2288,7,10,3396,4.47,4.47,2.29,205,621339,3030,6,7,3716,14.32,14.32,3.03,36,38362,2723,6,7,3381,6.01,6.01,2.72,116,317031,2728,6,7,3016,10.78,10.78,2.73,59,186439,3174,7,11,5105,7.66,7.66,3.17,131,326439,2468,7,12,3970,11.46,11.46,2.47,166,446478,2696,4,7,4963,12.87,12.87,2.70,21,42886,2011,7,3,1023,4.62,4.62,2.01,321,917368,2854,6,18,7293,17.93,17.93,2.85,203,398205,1962,9,14,3043,14.24,14.24,1.96,36,167335,4720,7,16,10054,5.96,5.96,4.72,391,1879280,4810,3,14,18725,19.77,19.77,4.81
